"",".id","PartID","Subject","trialNum","soundfile","leftprompt","rightprompt","response","keyResp","keyRT","Time"
"193","1_PhonWords_2016_Aug_21_1042.txt","5039",1,67,"dash-7.wav","T","D","T","z",1.58168144654,797.319524637
"194","1_PhonWords_2016_Aug_21_1042.txt","5039",1,68,"dash-6.wav","T","D","T","z",1.73656032507,799.319479784
"195","1_PhonWords_2016_Aug_21_1042.txt","5039",1,69,"dash-4.wav","T","D","T","z",1.67262802994,801.250460501
"196","1_PhonWords_2016_Aug_21_1042.txt","5039",1,70,"dash-3.wav","T","D","D","m",2.7815168597,804.284945816
"197","1_PhonWords_2016_Aug_21_1042.txt","5039",1,71,"giss-3.wav","K","G","K","z",1.44040093811,807.026347198
"198","1_PhonWords_2016_Aug_21_1042.txt","5039",1,72,"giss-2.wav","K","G","G","m",1.66944044275,808.957418001
"199","1_PhonWords_2016_Aug_21_1042.txt","5039",1,73,"giss-5.wav","K","G","K","z",1.89788355766,811.129786797
"200","1_PhonWords_2016_Aug_21_1042.txt","5039",1,74,"giss-4.wav","K","G","K","z",1.65379404979,813.043583584
"201","1_PhonWords_2016_Aug_21_1042.txt","5039",1,75,"giss-6.wav","K","G","K","z",1.85989934735,815.164259568
"202","1_PhonWords_2016_Aug_21_1042.txt","5039",1,76,"giss-7.wav","K","G","K","z",2.93113162006,818.353919105
"203","1_PhonWords_2016_Aug_21_1042.txt","5039",1,77,"giss-1.wav","K","G","G","m",1.51739527069,820.129840012
"204","1_PhonWords_2016_Aug_21_1042.txt","5039",1,78,"gift-4.wav","G","K","K","m",1.84294652258,823.267713611
"205","1_PhonWords_2016_Aug_21_1042.txt","5039",1,79,"gift-3.wav","G","K","G","z",1.56334844897,825.09532733
"206","1_PhonWords_2016_Aug_21_1042.txt","5039",1,80,"gift-2.wav","G","K","G","z",2.99968565054,828.353967759
"207","1_PhonWords_2016_Aug_21_1042.txt","5039",1,81,"gift-6.wav","G","K","K","m",1.57291653205,830.181595922
"208","1_PhonWords_2016_Aug_21_1042.txt","5039",1,82,"gift-1.wav","G","K","G","z",1.609174291,832.0435699
"209","1_PhonWords_2016_Aug_21_1042.txt","5039",1,83,"gift-7.wav","G","K","K","m",1.57912217817,833.888488804
"210","1_PhonWords_2016_Aug_21_1042.txt","5039",1,84,"gift-5.wav","G","K","G","z",1.79011642714,835.940120798
"211","1_PhonWords_2016_Aug_21_1042.txt","5039",1,85,"dash-6.wav","T","D","T","z",2.40787584146,839.647050551
"212","1_PhonWords_2016_Aug_21_1042.txt","5039",1,86,"dash-3.wav","T","D","D","m",1.44738770654,841.353956356
"213","1_PhonWords_2016_Aug_21_1042.txt","5039",1,87,"dash-7.wav","T","D","T","z",1.47646636233,843.095298442
"214","1_PhonWords_2016_Aug_21_1042.txt","5039",1,88,"dash-2.wav","T","D","D","m",1.65501077607,845.00910055
"215","1_PhonWords_2016_Aug_21_1042.txt","5039",1,89,"dash-4.wav","T","D","T","z",1.4931033172,846.76778089
"216","1_PhonWords_2016_Aug_21_1042.txt","5039",1,90,"dash-5.wav","T","D","T","z",1.51034730484,848.543657325
"217","1_PhonWords_2016_Aug_21_1042.txt","5039",1,91,"dash-1.wav","T","D","D","m",2.21445969523,851.009034791
